Country or Area,Year,Sex,Age,Marital Status,Record Type,Reliability,Value
Mozambique,2007,Male,40 - 44,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",78959
Mozambique,2007,Male,40 - 44,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",2044
Mozambique,2007,Male,40 - 44,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",4534
Mozambique,2007,Male,40 - 44,Unknown,Census - de facto - complete tabulation,"Final figure, complete",663
Mozambique,2007,Male,45 - 49,Total,Census - de facto - complete tabulation,"Final figure, complete",105420
Mozambique,2007,Male,45 - 49,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",5079
Mozambique,2007,Male,45 - 49,Married,Census - de facto - complete tabulation,"Final figure, complete",29089
Mozambique,2007,Male,45 - 49,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",64420
Mozambique,2007,Male,45 - 49,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",2376
Mozambique,2007,Male,45 - 49,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",4008
Mozambique,2007,Male,45 - 49,Unknown,Census - de facto - complete tabulation,"Final figure, complete",448
Mozambique,2007,Male,50 - 54,Total,Census - de facto - complete tabulation,"Final figure, complete",75258
Mozambique,2007,Male,50 - 54,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",3043
Mozambique,2007,Male,50 - 54,Married,Census - de facto - complete tabulation,"Final figure, complete",24464
Mozambique,2007,Male,50 - 54,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",41795
Mozambique,2007,Male,50 - 54,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",2364
Mozambique,2007,Male,50 - 54,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",3197
Mozambique,2007,Male,50 - 54,Unknown,Census - de facto - complete tabulation,"Final figure, complete",395
Mozambique,2007,Male,55 - 59,Total,Census - de facto - complete tabulation,"Final figure, complete",54038
Mozambique,2007,Male,55 - 59,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",1831
Mozambique,2007,Male,55 - 59,Married,Census - de facto - complete tabulation,"Final figure, complete",19574
Mozambique,2007,Male,55 - 59,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",27915
Mozambique,2007,Male,55 - 59,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",2147
Mozambique,2007,Male,55 - 59,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",2286
Mozambique,2007,Male,55 - 59,Unknown,Census - de facto - complete tabulation,"Final figure, complete",285
Mozambique,2007,Male,60 - 64,Total,Census - de facto - complete tabulation,"Final figure, complete",36842
Mozambique,2007,Male,60 - 64,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",1162
Mozambique,2007,Male,60 - 64,Married,Census - de facto - complete tabulation,"Final figure, complete",14371
Mozambique,2007,Male,60 - 64,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",17196
Mozambique,2007,Male,60 - 64,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",2194
Mozambique,2007,Male,60 - 64,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",1621
Mozambique,2007,Male,60 - 64,Unknown,Census - de facto - complete tabulation,"Final figure, complete",298
Mozambique,2007,Male,65 - 69,Total,Census - de facto - complete tabulation,"Final figure, complete",26286
Mozambique,2007,Male,65 - 69,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",866
Mozambique,2007,Male,65 - 69,Married,Census - de facto - complete tabulation,"Final figure, complete",10560
Mozambique,2007,Male,65 - 69,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",11475
Mozambique,2007,Male,65 - 69,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",2046
Mozambique,2007,Male,65 - 69,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",1091
Mozambique,2007,Male,65 - 69,Unknown,Census - de facto - complete tabulation,"Final figure, complete",248
Mozambique,2007,Male,70 - 74,Total,Census - de facto - complete tabulation,"Final figure, complete",16950
Mozambique,2007,Male,70 - 74,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",574
Mozambique,2007,Male,70 - 74,Married,Census - de facto - complete tabulation,"Final figure, complete",6765
Mozambique,2007,Male,70 - 74,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",6741
Mozambique,2007,Male,70 - 74,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",1867
Mozambique,2007,Male,70 - 74,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",803
Mozambique,2007,Male,70 - 74,Unknown,Census - de facto - complete tabulation,"Final figure, complete",200
Mozambique,2007,Male,75 - 79,Total,Census - de facto - complete tabulation,"Final figure, complete",11270
Mozambique,2007,Male,75 - 79,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",404
Mozambique,2007,Male,75 - 79,Married,Census - de facto - complete tabulation,"Final figure, complete",4370
Mozambique,2007,Male,75 - 79,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",4216
Mozambique,2007,Male,75 - 79,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",1607
Mozambique,2007,Male,75 - 79,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",500
Mozambique,2007,Male,75 - 79,Unknown,Census - de facto - complete tabulation,"Final figure, complete",173
Mozambique,2007,Male,80 +,Total,Census - de facto - complete tabulation,"Final figure, complete",9200
Mozambique,2007,Male,80 +,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",549
Mozambique,2007,Male,80 +,Married,Census - de facto - complete tabulation,"Final figure, complete",2913
Mozambique,2007,Male,80 +,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",3230
Mozambique,2007,Male,80 +,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",1705
Mozambique,2007,Male,80 +,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",451
Mozambique,2007,Male,80 +,Unknown,Census - de facto - complete tabulation,"Final figure, complete",352
Mozambique,2007,Female,Total,Total,Census - de facto - complete tabulation,"Final figure, complete",2044178
Mozambique,2007,Female,Total,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",712949
Mozambique,2007,Female,Total,Married,Census - de facto - complete tabulation,"Final figure, complete",259068
Mozambique,2007,Female,Total,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",765067
Mozambique,2007,Female,Total,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",148444
Mozambique,2007,Female,Total,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",131709
Mozambique,2007,Female,Total,Unknown,Census - de facto - complete tabulation,"Final figure, complete",26941
Mozambique,2007,Female,14-Dec,Total,Census - de facto - complete tabulation,"Final figure, complete",231469
Mozambique,2007,Female,14-Dec,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",227245
Mozambique,2007,Female,14-Dec,Married,Census - de facto - complete tabulation,"Final figure, complete",759
Mozambique,2007,Female,14-Dec,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",2812
Mozambique,2007,Female,14-Dec,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",109
Mozambique,2007,Female,14-Dec,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",333
Mozambique,2007,Female,14-Dec,Unknown,Census - de facto - complete tabulation,"Final figure, complete",211
Mozambique,2007,Female,15 - 19,Total,Census - de facto - complete tabulation,"Final figure, complete",354385
Mozambique,2007,Female,15 - 19,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",241685
Mozambique,2007,Female,15 - 19,Married,Census - de facto - complete tabulation,"Final figure, complete",15452
Mozambique,2007,Female,15 - 19,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",84894
Mozambique,2007,Female,15 - 19,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",596
Mozambique,2007,Female,15 - 19,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",7881
Mozambique,2007,Female,15 - 19,Unknown,Census - de facto - complete tabulation,"Final figure, complete",3877
Mozambique,2007,Female,20 - 24,Total,Census - de facto - complete tabulation,"Final figure, complete",353802
Mozambique,2007,Female,20 - 24,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",113616
Mozambique,2007,Female,20 - 24,Married,Census - de facto - complete tabulation,"Final figure, complete",35258
Mozambique,2007,Female,20 - 24,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",174147
Mozambique,2007,Female,20 - 24,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",3022
Mozambique,2007,Female,20 - 24,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",20317
Mozambique,2007,Female,20 - 24,Unknown,Census - de facto - complete tabulation,"Final figure, complete",7442
Mozambique,2007,Female,25 - 29,Total,Census - de facto - complete tabulation,"Final figure, complete",273067
Mozambique,2007,Female,25 - 29,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",54622
Mozambique,2007,Female,25 - 29,Married,Census - de facto - complete tabulation,"Final figure, complete",38866
Mozambique,2007,Female,25 - 29,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",151918
Mozambique,2007,Female,25 - 29,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",5776
Mozambique,2007,Female,25 - 29,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",19568
Mozambique,2007,Female,25 - 29,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2317
Mozambique,2007,Female,30 - 34,Total,Census - de facto - complete tabulation,"Final figure, complete",204896
Mozambique,2007,Female,30 - 34,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",26285
Mozambique,2007,Female,30 - 34,Married,Census - de facto - complete tabulation,"Final figure, complete",37038
Mozambique,2007,Female,30 - 34,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",113312
Mozambique,2007,Female,30 - 34,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",9254
Mozambique,2007,Female,30 - 34,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",17579
Mozambique,2007,Female,30 - 34,Unknown,Census - de facto - complete tabulation,"Final figure, complete",1428
Mozambique,2007,Female,35 - 39,Total,Census - de facto - complete tabulation,"Final figure, complete",163722
Mozambique,2007,Female,35 - 39,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",15346
Mozambique,2007,Female,35 - 39,Married,Census - de facto - complete tabulation,"Final figure, complete",34277
